0,0.521950
1,0.543395
2,0.551689
3,0.491200
4,0.501113
5,0.499292
6,0.506575
7,0.499292
8,0.507384
9,0.510621
10,0.496864
11,0.499292
12,0.503338
13,0.490997
14,0.506980
