0,0.701291
1,0.687869
2,0.916109
3,1.611489
4,1.574197
5,1.531547
6,1.419441
7,1.441376
8,1.407790
9,1.377318
10,1.454884
11,1.451284
12,1.395443
13,1.454448
14,1.351011
