0,0.692748
1,0.688099
2,0.687464
3,0.686258
4,0.686027
5,0.685050
6,0.684827
7,0.683067
8,0.684368
9,0.683768
10,0.682750
11,0.682856
12,0.683431
13,0.682733
14,0.681838
