0,0.527521
1,0.551341
2,0.539084
3,0.551573
4,0.548797
5,0.544635
6,0.547872
7,0.558279
8,0.565217
9,0.553191
10,0.561286
11,0.556892
12,0.551804
13,0.549954
14,0.559898
