2,1,0.302711
2,2,0.272264
2,3,0.263232
2,4,0.256829
2,5,0.251745
2,6,0.247472
2,7,0.243744
2,8,0.240414
2,9,0.237347
2,10,0.234524
2,11,0.232017
2,12,0.229551
2,13,0.227308
2,14,0.225335
2,15,0.223413
